"DAC_DONOR","Donor","PART","Part","TRANSACTYPE","Aid type","FLOWS","Fund flows","DATATYPE","Amount type","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"11","Switzerland","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,868.45,,
"11","Switzerland","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,60.51,,
"11","Switzerland","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",3753.16,,
"11","Switzerland","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2884.7,,
"11","Switzerland","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",72.98,,
"11","Switzerland","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",858.15,,
"11","Switzerland","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",727.42,,
"11","Switzerland","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2.24,,
"11","Switzerland","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",76,,
"11","Switzerland","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",868.45,,
"11","Switzerland","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",868.45,,
"11","Switzerland","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",60.51,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,19459.47,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,12381.1,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,350.03,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,737.33,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1503.67,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1643.2,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,3403.8,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,61.55,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,335.25,,
"12","United Kingdom","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,7078.37,,
"12","United Kingdom","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,7078.37,,
"12","United Kingdom","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,106.32,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",19459.47,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",12381.1,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",350.03,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",737.33,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1503.67,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1643.2,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",3403.8,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",61.55,,
"12","United Kingdom","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",335.25,,
"12","United Kingdom","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",7078.37,,
"12","United Kingdom","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",7078.37,,
"12","United Kingdom","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",106.32,,
"302","United States","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,36036.56,,
"302","United States","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,30312.46,,
"302","United States","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,846.35,,
"302","United States","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,580.23,,
"302","United States","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,6574.46,,
"302","United States","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,7242.08,,
"302","United States","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2.65,,
"302","United States","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2491.12,,
"302","United States","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,5724.09,,
"302","United States","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,5724.09,,
"302","United States","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,265.75,,
"302","United States","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",36036.56,,
"302","United States","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",30312.46,,
"302","United States","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",846.35,,
"302","United States","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",580.23,,
"302","United States","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",6574.46,,
"302","United States","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",7242.08,,
"302","United States","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2.65,,
"302","United States","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2491.12,,
"302","United States","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",5724.09,,
"302","United States","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",5724.09,,
"302","United States","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",265.75,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,16265.67,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,14578.98,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,440.19,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,222.09,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,785.87,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,0.54,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2262.9,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1686.7,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1686.7,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,87.2,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",16265.67,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",14578.98,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",440.19,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",222.09,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",785.87,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",0.54,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2262.9,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1686.7,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1686.7,,
"20006","Non-DAC Countries, Total","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",87.2,,
"72","Bulgaria","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,85.72,,
"72","Bulgaria","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,9.21,,
"72","Bulgaria","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,76.51,,
"72","Bulgaria","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,76.51,,
"72","Bulgaria","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",85.72,,
"72","Bulgaria","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",9.21,,
"72","Bulgaria","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",76.51,,
"72","Bulgaria","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",76.51,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,511.21,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,213.62,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,297.59,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,297.59,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",511.21,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",213.62,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",297.59,,
"732","Chinese Taipei","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",297.59,,
"30","Cyprus","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,14.83,,
"30","Cyprus","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2.65,,
"30","Cyprus","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,12.18,,
"30","Cyprus","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,12.18,,
"30","Cyprus","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",14.83,,
"30","Cyprus","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2.65,,
"30","Cyprus","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",12.18,,
"30","Cyprus","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",12.18,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,299.14,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,72.7,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,9.77,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,17.63,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,10.32,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,24.7,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,17.68,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1.04,,
"68","Czech Republic","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,226.44,,
"68","Czech Republic","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,226.44,,
"68","Czech Republic","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1.74,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",299.14,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",72.7,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",9.77,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",17.63,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",10.32,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",24.7,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",17.68,,
"68","Czech Republic","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1.04,,
"68","Czech Republic","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",226.44,,
"68","Czech Republic","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",226.44,,
"68","Czech Republic","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1.74,,
"82","Estonia","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,49.93,,
"82","Estonia","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,16.68,,
"82","Estonia","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1.81,,
"82","Estonia","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,4.1,,
"82","Estonia","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,5.13,,
